movieid,title,url,Image,genre,age,runningtime,opendate,rate,actors,story,story_cleaning,result,result2,genre2,combined
285,태어나길 잘했어,http://www.cine21.com/movie/info/?movie_id=57689,"https://image.cine21.com/resize/cine21/poster/2022/0419/11_53_08__625e24145ba86[X224,320].jpg",드라마,12세이상관람가, 100분, 2022-04-14,1.0," 
													강진아(춘희)													박혜진(어린 춘희)													 ","“춘희 씨, 손에 꽃이 피었네요”
									손에 땀 마를 날 없는 ‘다한증’ 춘희는 마늘 까는 아르바이트로 수술비를 모으고 있다.
주변 사람들이 자신을 별로 안 좋아한다며 홀로 살아가던 씩씩한 춘희,
부끄러움과 외로움이 전부였던 그에게 봄처럼 새로운 인연이 시작된다.", 춘희 씨 손에 꽃이 피었네요 손에 땀 마를 날 없는 다한증 춘희는 마늘 까는 아르바이트로 수술비를 모으고 있다 주변 사람들이 자신을 별로 안 좋아한다며 홀로 살아가던 씩씩한 춘희 부끄러움과 외로움이 전부였던 그에게 봄처럼 새로운 인연이 시작된다 ,"['춘희', '씨', '손', '꽃', '손', '땀', '마르다', '날', '없다', '다한증', '춘희', '마늘', '아르바이트', '수술', '비', '있다', '주변', '사람', '자신', '별로', '안', '좋아하다', '홀로', '씩씩하다', '춘희', '부끄러움', '외로움', '전부', '그', '봄', '새롭다', '인연', '시작']",춘희 씨 손 꽃 손 땀 마르다 날 없다 다한증 춘희 마늘 아르바이트 수술 비 있다 주변 사람 자신 별로 안 좋아하다 홀로 씩씩하다 춘희 부끄러움 외로움 전부 그 봄 새롭다 인연 시작,드라마,드라마 춘희 씨 손 꽃 손 땀 마르다 날 없다 다한증 춘희 마늘 아르바이트 수술 비 있다 주변 사람 자신 별로 안 좋아하다 홀로 씩씩하다 춘희 부끄러움 외로움 전부 그 봄 새롭다 인연 시작
286,태일이,http://www.cine21.com/movie/info/?movie_id=54052,"https://image.cine21.com/resize/cine21/poster/2021/1201/10_23_06__61a6ce7a301c0[X224,320].jpg",애니메이션,전체 관람가, 99분, 2021-12-01,9.0," 
													장동윤(태일 목소리)													염혜란(어머니 목소리)													 ","평화시장에서 재단사 보조로 취직한 태일이는
정식 재단사가 되어 가족의 생계도 꾸리고 동생들 공부도 시키는 것이 꿈이다.

그러나 열심히 일해 재단사가 된 태일이의 눈에 띈 것은
죽도록 일하고 커피 한 잔 값도 받지 못한 채 피를 토하는 어린 여공들의 얼굴이다.
동료를 위하는 따뜻한 마음 만으로는 아무것도 바꿀 수 없고,
‘근로기준법’이 있어도 지켜지지 않는 현실 앞에서
스물두 살 청년 태일이는 스스로 희망의 불꽃이 되기를 결심한다.

“근로기준법을 준수하라! 우리는 기계가 아니다!”",평화시장에서 재단사 보조로 취직한 태일이는 정식 재단사가 되어 가족의 생계도 꾸리고 동생들 공부도 시키는 것이 꿈이다 그러나 열심히 일해 재단사가 된 태일이의 눈에 띈 것은 죽도록 일하고 커피 한 잔 값도 받지 못한 채 피를 토하는 어린 여공들의 얼굴이다 동료를 위하는 따뜻한 마음 만으로는 아무것도 바꿀 수 없고 근로기준법 이 있어도 지켜지지 않는 현실 앞에서 스물두 살 청년 태일이는 스스로 희망의 불꽃이 되기를 결심한다 근로기준법을 준수하라 우리는 기계가 아니다 ,"['평화시장', '재단', '사', '보조', '취직', '태일', '정식', '재단', '사가', '가족', '생계', '꾸리', '동생', '공부', '것', '꿈', '일해', '재단', '사가', '태일', '이의', '눈', '것', '일', '커피', '잔', '값', '못', '채', '피', '토', '여공', '얼굴', '동료', '위', '따뜻하다', '마음', '것', '수', '없다', '근로기준법', '이', '있다', '현실', '앞', '스물', '살', '청년', '태일', '스스로', '희망', '불꽃', '결심', '근로기준법', '준수', '우리', '기계', '아니다']",평화시장 재단 사 보조 취직 태일 정식 재단 사가 가족 생계 꾸리 동생 공부 것 꿈 일해 재단 사가 태일 이의 눈 것 일 커피 잔 값 못 채 피 토 여공 얼굴 동료 위 따뜻하다 마음 것 수 없다 근로기준법 이 있다 현실 앞 스물 살 청년 태일 스스로 희망 불꽃 결심 근로기준법 준수 우리 기계 아니다,애니메이션,애니메이션 평화시장 재단 사 보조 취직 태일 정식 재단 사가 가족 생계 꾸리 동생 공부 것 꿈 일해 재단 사가 태일 이의 눈 것 일 커피 잔 값 못 채 피 토 여공 얼굴 동료 위 따뜻하다 마음 것 수 없다 근로기준법 이 있다 현실 앞 스물 살 청년 태일 스스로 희망 불꽃 결심 근로기준법 준수 우리 기계 아니다
287,토르: 마법 검의 전설,http://www.cine21.com/movie/info/?movie_id=58843,"https://image.cine21.com/resize/cine21/poster/2022/0411/58843_6253836e56323[X224,320].jpg","판타지, 어드벤처, 액션, 애니메이션",전체 관람가, 77분, 2022-05-04,," 
													홍수정(일바, 실비 목소리)													서반석(할바 목소리)													 ","용감한 빅은 아빠를 따라 언젠가 바이킹이 되어 바다를 나가고 싶어한다. 
어느 날 빅의 아빠이자 바이킹 족장, 할바는 라이벌로부터 ‘마법의 검’을 훔치게 되고 
황금으로 바꾸는 마법을 가진 검을 서로 갖고자 바이킹족은 한바탕 소동에 빠진다. 

마법의 검에 의해 황금으로 굳어버린 엄마를 되찾기 위해 빅은 모험을 떠나게 되고
아스가르드로 향하는 중 신화 속 영웅 ‘토르’와 ‘로키’를 만나게 되는데…

과연 빅은, 마법의 검을 둘러싼 비밀을 밝히고 엄마를 구할 수 있을까?",용감한 빅은 아빠를 따라 언젠가 바이킹이 되어 바다를 나가고 싶어한다 어느 날 빅의 아빠이자 바이킹 족장 할바는 라이벌로부터 마법의 검 을 훔치게 되고 황금으로 바꾸는 마법을 가진 검을 서로 갖고자 바이킹족은 한바탕 소동에 빠진다 마법의 검에 의해 황금으로 굳어버린 엄마를 되찾기 위해 빅은 모험을 떠나게 되고 아스가르드로 향하는 중 신화 속 영웅 토르 와 로키 를 만나게 되는데 과연 빅은 마법의 검을 둘러싼 비밀을 밝히고 엄마를 구할 수 있을까 ,"['용감하다', '빅', '아빠', '바이킹', '바다', '날', '빅', '아빠', '이자', '바이킹', '족장', '바', '라이벌', '로부터', '마법', '검', '황금', '마법', '검', '서로', '바이킹족', '한바탕', '소동', '마법', '검', '의하다', '황금', '굳다', '엄마', '위해', '빅', '모험', '아스가르드', '향', '중', '신화', '속', '영웅', '토르', '로키', '를', '과연', '빅', '마법', '검', '비밀', '엄마', '구', '수', '있다']",용감하다 빅 아빠 바이킹 바다 날 빅 아빠 이자 바이킹 족장 바 라이벌 로부터 마법 검 황금 마법 검 서로 바이킹족 한바탕 소동 마법 검 의하다 황금 굳다 엄마 위해 빅 모험 아스가르드 향 중 신화 속 영웅 토르 로키 를 과연 빅 마법 검 비밀 엄마 구 수 있다,판타지  어드벤처  액션  애니메이션,판타지  어드벤처  액션  애니메이션 용감하다 빅 아빠 바이킹 바다 날 빅 아빠 이자 바이킹 족장 바 라이벌 로부터 마법 검 황금 마법 검 서로 바이킹족 한바탕 소동 마법 검 의하다 황금 굳다 엄마 위해 빅 모험 아스가르드 향 중 신화 속 영웅 토르 로키 를 과연 빅 마법 검 비밀 엄마 구 수 있다
288,토베 얀손,http://www.cine21.com/movie/info/?movie_id=58310,"https://image.cine21.com/resize/cine21/poster/2021/0823/12_10_25__612311a134903[X224,320].jpg",드라마,15세이상관람가, 102분, 2021-09-16,6.5," 
													알마 포위스티													크리스타 코소넨													 ","“난 인생이란 멋진 모험이라고 믿어요”
									자유로운 영혼을 가진 예술가 토베는
삽화 의뢰로 알게 된 연극 연출가 비비카와
강렬한 사랑에 빠진다 

자신의 캐릭터 ‘무민’을 연극 무대에 올리고
시청 벽화를 그리며 인정받기 시작한 토베
하지만 비비카는 파리로 떠나는데…

‘무민’ 작가로만 알고 있었던 그녀의 진짜 이야기를 만난다!", 난 인생이란 멋진 모험이라고 믿어요 자유로운 영혼을 가진 예술가 토베는 삽화 의뢰로 알게 된 연극 연출가 비비카와 강렬한 사랑에 빠진다 자신의 캐릭터 무민 을 연극 무대에 올리고 시청 벽화를 그리며 인정받기 시작한 토베 하지만 비비카는 파리로 떠나는데 무민 작가로만 알고 있었던 그녀의 진짜 이야기를 만난다 ,"['난', '인생', '멋지다', '모험', '자유롭다', '영혼', '예술가', '토', '삽화', '의뢰', '알', '연극', '연출가', '비비', '카', '강렬하다', '사랑', '자신', '캐릭터', '무민', '연극', '무대', '시청', '벽화', '시작', '토베', '비비', '카', '파리', '무민', '작가', '로만', '알', '있다', '그녀', '진짜', '이야기']",난 인생 멋지다 모험 자유롭다 영혼 예술가 토 삽화 의뢰 알 연극 연출가 비비 카 강렬하다 사랑 자신 캐릭터 무민 연극 무대 시청 벽화 시작 토베 비비 카 파리 무민 작가 로만 알 있다 그녀 진짜 이야기,드라마,드라마 난 인생 멋지다 모험 자유롭다 영혼 예술가 토 삽화 의뢰 알 연극 연출가 비비 카 강렬하다 사랑 자신 캐릭터 무민 연극 무대 시청 벽화 시작 토베 비비 카 파리 무민 작가 로만 알 있다 그녀 진짜 이야기
289,트립 투 그리스,http://www.cine21.com/movie/info/?movie_id=56521,"https://image.cine21.com/resize/cine21/poster/2021/0614/16_18_12__60c702b43793b[X224,320].jpg","코미디, 드라마",15세이상관람가, 103분, 2021-07-08,6.0," 
													스티브 쿠건													롭 브라이든													 ","잉글랜드, 이탈리아, 스페인에 이어 이번엔 그리스다!
오디세우스의 모험을 따라가는 그리스 대리만족 미식 여행기
영국 유명 배우 스티브와 롭은 ‘옵저버’ 매거진의 제안으로
6일 동안의 그리스 여행을 떠난다.
터키 아소스를 시작으로 그리스 아테네, 이타카까지 [오디세이] 속
오디세우스의 발자취를 따라가는 낭만적인 여행을 통해
인생과 예술, 사랑에 대한 유쾌한 대화를 나눈다.",잉글랜드 이탈리아 스페인에 이어 이번엔 그리스다 오디세우스의 모험을 따라가는 그리스 대리만족 미식 여행기 영국 유명 배우 스티브와 롭은 옵저버 매거진의 제안으로 6일 동안의 그리스 여행을 떠난다 터키 아소스를 시작으로 그리스 아테네 이타카까지 오디세이 속 오디세우스의 발자취를 따라가는 낭만적인 여행을 통해 인생과 예술 사랑에 대한 유쾌한 대화를 나눈다 ,"['잉글랜드', '이탈리아', '스페인', '이번', '그리스', '오디세우스', '모험', '그리스', '대리', '만족', '미식', '여행기', '영국', '유명', '배우', '스티브', '롭', '옵저버', '제안', '동안', '그리스', '여행', '터키', '아소스', '시작', '그리스', '아테네', '이타카', '오디세이', '속', '오디세우스', '발자취', '낭만', '여행', '통해', '인생', '예술', '사랑', '대한', '유쾌하다', '대화']",잉글랜드 이탈리아 스페인 이번 그리스 오디세우스 모험 그리스 대리 만족 미식 여행기 영국 유명 배우 스티브 롭 옵저버 제안 동안 그리스 여행 터키 아소스 시작 그리스 아테네 이타카 오디세이 속 오디세우스 발자취 낭만 여행 통해 인생 예술 사랑 대한 유쾌하다 대화,코미디  드라마,코미디  드라마 잉글랜드 이탈리아 스페인 이번 그리스 오디세우스 모험 그리스 대리 만족 미식 여행기 영국 유명 배우 스티브 롭 옵저버 제안 동안 그리스 여행 터키 아소스 시작 그리스 아테네 이타카 오디세이 속 오디세우스 발자취 낭만 여행 통해 인생 예술 사랑 대한 유쾌하다 대화
290,특송,http://www.cine21.com/movie/info/?movie_id=54849,"https://image.cine21.com/resize/cine21/poster/2021/1222/13_51_31__61c2aed38dabd[X224,320].jpg","액션, 범죄",15세이상관람가, 108분, 2022-01-12,6.86," 
													박소담(은하)													송새벽(조경필)													 ","2022년을 여는 가장 짜릿한 범죄 오락 액션의 탄생!
									예상치 못한 배송사고로 걷잡을 수 없는 사건에 휘말린
특송 전문 드라이버 ‘은하’.
어쩌다 맡게 된 반송 불가 수하물에 출처를 알 수 없는 300억까지!
경찰과 국정원의 타겟이 되어
도심 한복판 모든 것을 건 추격전을 벌이게 되는데…

NO브레이크! FULL엑셀!
성공률 100% 특송 전문 드라이버가 온다!",2022년을 여는 가장 짜릿한 범죄 오락 액션의 탄생 예상치 못한 배송사고로 걷잡을 수 없는 사건에 휘말린 특송 전문 드라이버 은하 어쩌다 맡게 된 반송 불가 수하물에 출처를 알 수 없는 300억까지 경찰과 국정원의 타겟이 되어 도심 한복판 모든 것을 건 추격전을 벌이게 되는데 NO브레이크 FULL엑셀 성공률 100 특송 전문 드라이버가 온다 ,"['여', '가장', '짜릿하다', '범죄', '오락', '액션', '탄생', '상치', '못', '배송', '사고', '잡', '수', '없다', '사건', '휘', '특송', '전문', '드라이버', '은하', '반송', '불가', '수하물', '출처', '알', '수', '없다', '경찰', '국정원', '타겟', '도심', '복판', '모든', '것', '건', '추', '격전', '벌이', '브레이크', '엑셀', '공률', '특송', '전문', '드라이버']",여 가장 짜릿하다 범죄 오락 액션 탄생 상치 못 배송 사고 잡 수 없다 사건 휘 특송 전문 드라이버 은하 반송 불가 수하물 출처 알 수 없다 경찰 국정원 타겟 도심 복판 모든 것 건 추 격전 벌이 브레이크 엑셀 공률 특송 전문 드라이버,액션  범죄,액션  범죄 여 가장 짜릿하다 범죄 오락 액션 탄생 상치 못 배송 사고 잡 수 없다 사건 휘 특송 전문 드라이버 은하 반송 불가 수하물 출처 알 수 없다 경찰 국정원 타겟 도심 복판 모든 것 건 추 격전 벌이 브레이크 엑셀 공률 특송 전문 드라이버
291,특수요원 빼꼼,http://www.cine21.com/movie/info/?movie_id=59193,"https://image.cine21.com/resize/cine21/poster/2022/0509/59193_6278b6e27ce7e[X224,320].jpg",애니메이션,전체 관람가, 92분, 2022-06-01,," 
													정성원(빼꼼 목소리)													박시윤(디키 목소리)													 ","정보국이 개발한 슈퍼칩으로 엄청난 능력을 얻게 된 특수요원 지망생 ‘빼꼼’은 정식 요원이 되기 위해 열심히 훈련에 임하지만 아무런 임무가 주어지지 않는다. 
실망에 빠진 '빼꼼'은 몰래 정보국을 빠져나와 직접 임무를 찾아 나서고 그러던 중 정체를 알 수 없는 악당의 습격으로 슈퍼칩을 빼앗기고 마는데...

과연 '빼꼼'은 의문의 악당에게 빼앗긴 슈퍼칩을 되찾아 
진정한 특수요원으로 거듭날 수 있을 것인가!",정보국이 개발한 슈퍼칩으로 엄청난 능력을 얻게 된 특수요원 지망생 빼꼼 은 정식 요원이 되기 위해 열심히 훈련에 임하지만 아무런 임무가 주어지지 않는다 실망에 빠진 빼꼼 은 몰래 정보국을 빠져나와 직접 임무를 찾아 나서고 그러던 중 정체를 알 수 없는 악당의 습격으로 슈퍼칩을 빼앗기고 마는데 과연 빼꼼 은 의문의 악당에게 빼앗긴 슈퍼칩을 되찾아 진정한 특수요원으로 거듭날 수 있을 것인가 ,"['정보', '국', '개발', '슈퍼', '칩', '엄청나다', '능력', '특수요원', '지망', '생', '빼꼼', '은', '정식', '요원', '위해', '훈련', '임', '아무렇다', '임무', '실망', '빼꼼', '은', '몰래', '정보', '국', '직접', '임무', '그렇다', '중', '정체', '알', '수', '없다', '악당', '습격', '슈퍼', '칩', '과연', '빼꼼', '은', '의문', '악당', '슈퍼', '칩', '진정하다', '특수요원', '거듭', '날', '수', '있다', '것']",정보 국 개발 슈퍼 칩 엄청나다 능력 특수요원 지망 생 빼꼼 은 정식 요원 위해 훈련 임 아무렇다 임무 실망 빼꼼 은 몰래 정보 국 직접 임무 그렇다 중 정체 알 수 없다 악당 습격 슈퍼 칩 과연 빼꼼 은 의문 악당 슈퍼 칩 진정하다 특수요원 거듭 날 수 있다 것,애니메이션,애니메이션 정보 국 개발 슈퍼 칩 엄청나다 능력 특수요원 지망 생 빼꼼 은 정식 요원 위해 훈련 임 아무렇다 임무 실망 빼꼼 은 몰래 정보 국 직접 임무 그렇다 중 정체 알 수 없다 악당 습격 슈퍼 칩 과연 빼꼼 은 의문 악당 슈퍼 칩 진정하다 특수요원 거듭 날 수 있다 것
292,티탄,http://www.cine21.com/movie/info/?movie_id=58243,"https://image.cine21.com/resize/cine21/poster/2021/1110/16_24_33__618b73b10226e[X224,320].jpg","스릴러, 드라마, SF",청소년 관람불가, 109분, 2021-12-09,8.4," 
													뱅상 랭동													아가트 루셀													 ","어린 시절, 교통사고로 뇌에 티타늄을 심고 살아가던 여성이
기이한 욕망에 사로잡혀 일련의 사건에 휘말리다
10년 전 실종된 아들을 찾던 슬픈 아버지와 조우하게 되며 벌어지는 이야기.",어린 시절 교통사고로 뇌에 티타늄을 심고 살아가던 여성이 기이한 욕망에 사로잡혀 일련의 사건에 휘말리다 10년 전 실종된 아들을 찾던 슬픈 아버지와 조우하게 되며 벌어지는 이야기 ,"['시절', '교통사고', '뇌', '티타늄', '여성', '기이하다', '욕망', '일련', '사건', '휘', '말리', '전', '실종', '아들', '슬프다', '아버지', '조우', '이야기']",시절 교통사고 뇌 티타늄 여성 기이하다 욕망 일련 사건 휘 말리 전 실종 아들 슬프다 아버지 조우 이야기,스릴러  드라마  SF,스릴러  드라마  SF 시절 교통사고 뇌 티타늄 여성 기이하다 욕망 일련 사건 휘 말리 전 실종 아들 슬프다 아버지 조우 이야기
293,"틱, 틱... 붐!",http://www.cine21.com/movie/info/?movie_id=58824,"https://image.cine21.com/resize/cine21/poster/2022/0111/58824_61dd2fb2c63bd[X224,320].jpg","드라마, 뮤지컬",12세이상관람가, 120분, 2021-11-22,," 
													앤드류 가필드													 ","1990년 뉴욕, 식당에서 웨이터로 일하는 존(앤드루 가필드)은 뮤지컬의 전설로 남을 작품을 쓰겠다는 꿈을 이루기 위해 작곡에 매진한다. 그런데 인생의 중요한 기회가 될 수도 있는 공연을 며칠 앞두고 많은 일들이 갑작스레 몰려온다. 뉴욕이 아닌 곳에서 아티스트의 삶을 꿈꾸는 여자 친구 수전(알렉산드라 십), 꿈을 접고 경제적으로 안정된 삶을 선택한 친구 마이클(로빈 데 헤수스), 예술계를 뒤흔든 사회적 이슈 등이 그를 전방위로 압박한다. 서른 살 생일은 다가오고, 존은 예술가로서의 삶이 불안해지기 시작하는데...",1990년 뉴욕 식당에서 웨이터로 일하는 존 앤드루 가필드 은 뮤지컬의 전설로 남을 작품을 쓰겠다는 꿈을 이루기 위해 작곡에 매진한다 그런데 인생의 중요한 기회가 될 수도 있는 공연을 며칠 앞두고 많은 일들이 갑작스레 몰려온다 뉴욕이 아닌 곳에서 아티스트의 삶을 꿈꾸는 여자 친구 수전 알렉산드라 십 꿈을 접고 경제적으로 안정된 삶을 선택한 친구 마이클 로빈 데 헤수스 예술계를 뒤흔든 사회적 이슈 등이 그를 전방위로 압박한다 서른 살 생일은 다가오고 존은 예술가로서의 삶이 불안해지기 시작하는데 ,"['뉴욕', '식당', '웨이터', '일', '존', '앤드루', '가필드', '은', '뮤지컬', '전설', '남', '작품', '꿈', '위해', '작곡', '매진', '인생', '중요하다', '기회', '수도', '있다', '공연', '며칠', '많다', '일', '갑작스레', '뉴욕', '아니다', '곳', '아티스트', '삶', '여자', '친구', '수전', '알렉산드라', '십', '꿈', '경제', '안정', '삶', '선택', '친구', '마이클', '로빈', '데', '헤수스', '예술', '뒤', '사회', '이슈', '등', '그', '전방', '위로', '압박', '서른', '살', '생일', '존', '예술', '삶', '불안하다', '시작']",뉴욕 식당 웨이터 일 존 앤드루 가필드 은 뮤지컬 전설 남 작품 꿈 위해 작곡 매진 인생 중요하다 기회 수도 있다 공연 며칠 많다 일 갑작스레 뉴욕 아니다 곳 아티스트 삶 여자 친구 수전 알렉산드라 십 꿈 경제 안정 삶 선택 친구 마이클 로빈 데 헤수스 예술 뒤 사회 이슈 등 그 전방 위로 압박 서른 살 생일 존 예술 삶 불안하다 시작,드라마  뮤지컬,드라마  뮤지컬 뉴욕 식당 웨이터 일 존 앤드루 가필드 은 뮤지컬 전설 남 작품 꿈 위해 작곡 매진 인생 중요하다 기회 수도 있다 공연 며칠 많다 일 갑작스레 뉴욕 아니다 곳 아티스트 삶 여자 친구 수전 알렉산드라 십 꿈 경제 안정 삶 선택 친구 마이클 로빈 데 헤수스 예술 뒤 사회 이슈 등 그 전방 위로 압박 서른 살 생일 존 예술 삶 불안하다 시작
294,"파리, 13구",http://www.cine21.com/movie/info/?movie_id=59050,"https://image.cine21.com/resize/cine21/poster/2022/0412/59050_6254d0ab683d4[X224,320].jpg","멜로·로맨스, 드라마",, 105분, 2022-05-12,8.5," 
													노에미 멜랑													루시 장													 ","화려함 속에 가려진 외로운 도시, 파리 13구.
낭만을 잃었다 생각한 그 곳에서 불현듯 사랑을 만났다.

사랑을 원하는 에밀리
사랑이 두려운 노라
사랑이 값비싼 앰버 스위트
사랑을 몰랐던 카미유

흔들리고 불안했던 그 사랑이, 우리는 전부라 생각했다.

여전히 사랑을 믿는 도시
<파리, 13구>",화려함 속에 가려진 외로운 도시 파리 13구 낭만을 잃었다 생각한 그 곳에서 불현듯 사랑을 만났다 사랑을 원하는 에밀리 사랑이 두려운 노라 사랑이 값비싼 앰버 스위트 사랑을 몰랐던 카미유 흔들리고 불안했던 그 사랑이 우리는 전부라 생각했다 여전히 사랑을 믿는 도시 파리 13구 ,"['화려하다', '속', '가려진', '외롭다', '도시', '파리', '구', '낭만', '생각', '그', '곳', '불현듯', '사랑', '사랑', '원하다', '에밀리', '사랑', '두렵다', '노랗다', '사랑', '값', '비싸다', '앰버', '스위트', '사랑', '카미유', '불안하다', '그', '사랑', '우리', '전부', '생각', '여전하다', '사랑', '도시', '파리', '구']",화려하다 속 가려진 외롭다 도시 파리 구 낭만 생각 그 곳 불현듯 사랑 사랑 원하다 에밀리 사랑 두렵다 노랗다 사랑 값 비싸다 앰버 스위트 사랑 카미유 불안하다 그 사랑 우리 전부 생각 여전하다 사랑 도시 파리 구,멜로·로맨스  드라마,멜로·로맨스  드라마 화려하다 속 가려진 외롭다 도시 파리 구 낭만 생각 그 곳 불현듯 사랑 사랑 원하다 에밀리 사랑 두렵다 노랗다 사랑 값 비싸다 앰버 스위트 사랑 카미유 불안하다 그 사랑 우리 전부 생각 여전하다 사랑 도시 파리 구
295,파워 오브 도그,http://www.cine21.com/movie/info/?movie_id=58732,"https://image.cine21.com/resize/cine21/poster/2021/1119/58732_6196f8feb0417[X224,320].jpg","서부, 멜로·로맨스, 드라마",15세이상관람가, 127분, 2021-11-17,8.33," 
													베네딕트 컴버배치													커스틴 던스트													 ","1925년 미국 몬타나, 거대한 목장을 운영하는 필(베너딕트 컴버배치)은 막대한 재력은 물론 위압적이고 묘한 매력으로 사람들에게 공포와 경외를 동시에 불러일으킨다.
어느 날 그의 동생 조지(제시 플리먼스)가 로즈(키얼스틴 던스트)와 그의 아들을 가족으로 맞이하고, 동생의 갑작스러운 결혼 소식에 분노한 필은 로즈의 아들을 볼모로 삼아 그녀를 옭아매기 시작한다. 자신이 사랑에 빠질 수 있다는 것을 깨닫지 못한 채.",1925년 미국 몬타나 거대한 목장을 운영하는 필 베너딕트 컴버배치 은 막대한 재력은 물론 위압적이고 묘한 매력으로 사람들에게 공포와 경외를 동시에 불러일으킨다 어느 날 그의 동생 조지 제시 플리먼스 가 로즈 키얼스틴 던스트 와 그의 아들을 가족으로 맞이하고 동생의 갑작스러운 결혼 소식에 분노한 필은 로즈의 아들을 볼모로 삼아 그녀를 옭아매기 시작한다 자신이 사랑에 빠질 수 있다는 것을 깨닫지 못한 채 ,"['미국', '몬타나', '거대하다', '목장', '운영', '필', '베너딕트', '컴버', '배치', '은', '막대', '재력', '위압', '묘', '매력', '사람', '공포', '외', '동시', '날', '그', '동생', '조지', '제시', '플리', '먼스', '로', '키얼스틴', '던스트', '그', '아들', '가족', '맞이', '동생', '갑작스럽다', '결혼', '소식', '분노하다', '필', '로', '의', '아들', '볼모', '그녀', '시작', '자신', '사랑', '수', '있다', '것', '못', '채']",미국 몬타나 거대하다 목장 운영 필 베너딕트 컴버 배치 은 막대 재력 위압 묘 매력 사람 공포 외 동시 날 그 동생 조지 제시 플리 먼스 로 키얼스틴 던스트 그 아들 가족 맞이 동생 갑작스럽다 결혼 소식 분노하다 필 로 의 아들 볼모 그녀 시작 자신 사랑 수 있다 것 못 채,서부  멜로·로맨스  드라마,서부  멜로·로맨스  드라마 미국 몬타나 거대하다 목장 운영 필 베너딕트 컴버 배치 은 막대 재력 위압 묘 매력 사람 공포 외 동시 날 그 동생 조지 제시 플리 먼스 로 키얼스틴 던스트 그 아들 가족 맞이 동생 갑작스럽다 결혼 소식 분노하다 필 로 의 아들 볼모 그녀 시작 자신 사랑 수 있다 것 못 채
296,파이프라인,http://www.cine21.com/movie/info/?movie_id=55018,"https://image.cine21.com/resize/cine21/poster/2021/0526/55018_60ae09c12bf2c[X224,320].jpg",다큐멘터리,,, 2021-05-26,4.67," 
													서인국													이수혁													 ","목표는 하나, 목적은 여섯!
화끈하게 뚫고, 완벽하게 빼돌려라!
									손만 대면 대박을 터트리는 도유 업계 최고 천공기술자 ‘핀돌이’는
수천억의 기름을 빼돌리기 위해 거대한 판을 짠 대기업 후계자 ‘건우’의
거부할 수 없는 제안에 빠져 위험천만한 도유 작전에 합류한다.

프로 용접공 '접새', 땅 속을 장기%",목표는 하나 목적은 여섯 화끈하게 뚫고 완벽하게 빼돌려라 손만 대면 대박을 터트리는 도유 업계 최고 천공기술자 핀돌이 는 수천억의 기름을 빼돌리기 위해 거대한 판을 짠 대기업 후계자 건우 의 거부할 수 없는 제안에 빠져 위험천만한 도유 작전에 합류한다 프로 용접공 접새 땅 속을 장기 ,"['목표', '하나', '목적', '여섯', '화끈하다', '완벽하다', '빼', '손', '대면', '대박', '터', '트리', '도유', '업계', '최고', '기술자', '핀', '돌이', '의', '기름', '빼', '위해', '거대하다', '판', '대기업', '후계', '건우', '의', '거부', '수', '없다', '제안', '위험천만', '도유', '작전', '합류', '프로', '용접', '공', '접새', '땅', '속', '장기']",목표 하나 목적 여섯 화끈하다 완벽하다 빼 손 대면 대박 터 트리 도유 업계 최고 기술자 핀 돌이 의 기름 빼 위해 거대하다 판 대기업 후계 건우 의 거부 수 없다 제안 위험천만 도유 작전 합류 프로 용접 공 접새 땅 속 장기,다큐멘터리,다큐멘터리 목표 하나 목적 여섯 화끈하다 완벽하다 빼 손 대면 대박 터 트리 도유 업계 최고 기술자 핀 돌이 의 기름 빼 위해 거대하다 판 대기업 후계 건우 의 거부 수 없다 제안 위험천만 도유 작전 합류 프로 용접 공 접새 땅 속 장기
